ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagenormal	Averageover	Mediannormal	Medianover
has-miR-548o	0.547419712096707	-0.249901673862722	0.860730340206655	-0.290336778186211	0.771558605061634	NA	over_vs_normal	NA	0.493722053453362	0.567683431729523	0	0
has-miR-548x	1.42652213207004	-0.128997962738905	0.677567612853087	-0.190383897181454	0.849008315092713	NA	over_vs_normal	NA	1.09328650140391	1.88620977116785	0	0.488700473359725
hsa-let-7a-2-3p	0.482209274524469	0.408455182399004	0.806339995090388	0.506554536406467	0.612467414865002	NA	over_vs_normal	NA	0.470116525888534	0.429424603084304	0	0
hsa-let-7a-3p	317.00347251487	-0.766608404118999	0.416740939044379	-1.83953226644086	0.0658369365333045	0.349644358009705	over_vs_normal	FALSE	523.521205060021	42.8069784972472	19.3880662680035	14.1853802758757
hsa-let-7a-5p	17.6439699956773	-0.148848839581818	0.417235574615825	-0.356750115852112	0.721278883828752	0.913477276155527	over_vs_normal	FALSE	20.1512584344751	12.4212771480946	7.95770708300505	5.83268554397072
hsa-let-7b-3p	0.505538675299228	0.502607807872366	1.19405145539565	0.420926422895088	0.673808810036775	NA	over_vs_normal	NA	0.687728672497389	0.386724198792018	0	0
hsa-let-7b-5p	199.399532649692	-0.934358688651696	0.445960964665961	-2.09515801310449	0.0361569482929862	0.276530173945968	over_vs_normal	FALSE	332.462193945574	24.2442306263818	15.2630020020927	11.6226412384413
hsa-let-7c-3p	4.7249905275718	0.227538715971702	0.504880987355449	0.45067792543257	0.652221694373143	0.889107203583506	over_vs_normal	FALSE	5.38707444352166	4.33071600143701	0	0.962687572363338
hsa-let-7c-5p	15.8108760380756	-0.711134831912652	0.447291423697293	-1.58986914176543	0.111864304654663	0.424431133668956	over_vs_normal	FALSE	23.9823709933618	4.61304262742536	3.64947802752796	1.71451073492155
hsa-let-7d-3p	2.77430868041043	-0.382481965468744	0.483106917060783	-0.791712873406491	0.428528114302609	0.753105180075751	over_vs_normal	FALSE	3.49186775039052	2.9020580319995	1.87514094646366	0.751214356642907
hsa-let-7d-5p	34.7725808042191	-0.851364926571085	0.441481817500137	-1.92842579880613	0.053802185438326	0.322503013578438	over_vs_normal	FALSE	55.0916112562074	8.20157669118073	3.27842276087043	3.64077934489614
