ID	Average_underweight	Average_normal	Average_overweight	Average_obese	Median_underweight	Median_normal	Median_overweight	Median_obese	log2FoldChange	pvalue	padj	comparison	treshold	samples_sex
hsa-let-7a-2-3p	0.62315813263451	0.891255372664574	1.62034682099604	2.06820638492066	0.62315813263451	0	0.341503705656076	0	-0.432222761802291	0.418613249725415	NA	normal_vs_overweight	NA	male
hsa-let-7a-3p	32.2105675845873	42.0416822489633	448.296958948317	33.4604732935469	32.2105675845873	24.1998981653253	15.866572638943	21.6821823693238	0.628988016167852	NA	NA	normal_vs_overweight	NA	male
hsa-let-7a-5p	4.98526506107608	13.6719666416076	13.9429901293075	11.4184226228827	4.98526506107608	9.40309291550117	6.89178255877295	6.09238528042514	0.250919713445494	0.407278263883853	0.697488620999159	normal_vs_overweight	FALSE	male
hsa-let-7b-3p	0	0.497055734904109	0.192080294849793	0.641994645839299	0	0	0	0	0.549901707147353	0.579085601880032	NA	normal_vs_overweight	NA	male
hsa-let-7b-5p	27.2253025235112	31.9284224244579	217.058154763091	31.9510004911619	27.2253025235112	13.1770219438565	8.88220495637851	21.0827929404424	0.778457256643589	0.035967686913818	0.247583398270844	normal_vs_overweight	FALSE	male
hsa-let-7c-3p	1.86947439790353	8.8319041877686	6.26328036121441	1.39176303395826	1.86947439790353	0.937523636152145	1.34862510910006	0.494623154963669	0.351225907358505	0.365591708902894	NA	normal_vs_overweight	NA	male
hsa-let-7c-5p	1.86947439790353	5.69340704808007	15.3373445597131	5.24303613620363	1.86947439790353	4.22155783921882	3.18224276746769	4.15910378708611	-0.0513236280967798	0.886481795701107	NA	normal_vs_overweight	NA	male
hsa-let-7d-3p	1.24631626526902	4.34912720582557	4.04872923799948	3.24930113888495	1.24631626526902	1.44460429313296	1.13160039559062	1.48386946489101	-0.699858897448705	0.169466756942811	NA	normal_vs_overweight	NA	male
hsa-let-7d-5p	3.11579066317255	8.3719856217473	41.7579911896645	3.60607476019294	3.11579066317255	5.23971562871718	4.0305449006593	2.70554843874878	0.277556695958357	0.449061432123159	0.720312554327517	normal_vs_overweight	FALSE	male
hsa-let-7e-3p	0	0.201960653145438	0.0642778592350445	0	0	0	0	0	0.18206064757333	0.940055231723101	NA	normal_vs_overweight	NA	male
hsa-let-7e-5p	8.24422333099106	6.12752232171035	4.64920895439391	4.61321518748078	8.24422333099106	2.99691895680185	2.02448031322698	4.05221111644272	0.317196968160742	0.371462679340387	NA	normal_vs_overweight	NA	male
hsa-let-7f-1-3p	0	0.132560720496084	0.0901835747297099	0.303570687129555	0	0	0	0	-0.218581390138833	0.921083629390213	NA	normal_vs_overweight	NA	male
