ID	Average_underweight	Average_normal	Average_overweight	Average_obese	Median_underweight	Median_normal	Median_overweight	Median_obese	log2FoldChange	pvalue	padj	comparison	treshold	samples_sex
hsa-let-7a-2-3p	0.845019808004942	0.902226416681188	0.94512599878566	0.57499535540282	0	0	0.518841797115267	0	-0.0724985926382177	0.937084150955339	NA	obese_vs_normal	NA	female
hsa-let-7a-3p	3234.33811219643	420.456678852014	26.9904664378102	114.871087568753	34.056709772042	32.6875294905086	18.4969827840301	43.841828039779	-1.02624906493034	NA	NA	obese_vs_normal	NA	female
hsa-let-7a-5p	17.7562860677815	22.6672775114183	14.2836435857768	16.6931758208232	7.82190099475225	11.0819327082948	9.8693221829275	7.64080615051829	-0.769135127934929	0.1680392969156	0.598903454129852	obese_vs_normal	FALSE	female
hsa-let-7b-3p	0.537755865933537	0.717521747496286	0.616292666964707	0.187237939155564	0	0	0	0	-0.630960014856906	0.669867141222511	NA	obese_vs_normal	NA	female
hsa-let-7b-5p	1895.68750800166	263.886715426125	14.8285338222615	59.5406167146566	24.1742082840138	18.2150568732423	10.946983432739	15.8107296154689	-1.08460628137289	NA	NA	obese_vs_normal	NA	female
hsa-let-7c-3p	15.504254906903	10.1947483718719	9.00098341886547	4.66181916254825	0.623374540256912	3.15906307931557	1.59116050036155	1.33650482452266	-0.938260101445936	0.197630847271758	0.642591458221531	obese_vs_normal	FALSE	female
hsa-let-7c-5p	132.86599627256	21.0881127873149	4.29112024056551	9.02125135748829	3.95798457303587	4.89373955478071	2.57183471433978	2.12641759146753	-0.972060690139024	NA	NA	obese_vs_normal	NA	female
hsa-let-7d-3p	20.867867371559	4.76069998052183	2.57319975080571	7.58100270595351	2.14650177679158	2.51381702282162	1.76163451537425	0.394956383472435	0.0867103604738632	0.901537917918058	0.975192976571494	obese_vs_normal	FALSE	female
hsa-let-7d-5p	396.374729240618	46.9557454343558	5.97595499591783	21.5248034604097	5.71645923098798	6.03965166775265	5.04190069556742	12.9186182295822	-1.18185205481155	NA	NA	obese_vs_normal	NA	female
hsa-let-7e-3p	0.110591173561718	0.147042507465785	0.103766897851573	0	0	0	0	0	-0.510452093426545	0.837336448192062	NA	obese_vs_normal	NA	female
hsa-let-7e-5p	28.955469561615	6.72906257718701	3.02852248604422	1.68930237150249	4.14660356793227	3.00841033915897	2.94579845997474	0.987390958681088	-1.42296548456996	0.0349682216622072	0.396721155124559	obese_vs_normal	FALSE	female
hsa-let-7f-1-3p	0.230435632348379	0.0956101192443366	0.1303248177252	0	0	0	0	0	-0.574608796475164	0.863364787830423	NA	obese_vs_normal	NA	female
hsa-let-7f-2-3p	0.998835226729408	0.50504015180997	0.577910559778743	0.561537983541603	0	0	0.153619439906119	0	-0.207958554449183	0.836322324613752	NA	obese_vs_normal	NA	female
hsa-let-7f-5p	2.83320661249972	2.58518503484332	3.08125199114235	1.58771410968454	0.525526267043778	1.19396907223928	1.49261595557283	1.26399963281507	-0.140521846177933	0.861891485391107	NA	obese_vs_normal	NA	female
hsa-let-7g-3p	4.54614338421461	7.23455861984292	7.19824669608861	4.43849568932469	1.57657880113133	3.72048127495465	1.69472338450604	0	-0.326969796838982	0.603364595180944	0.865911693141492	obese_vs_normal	FALSE	female
hsa-let-7g-5p	2216.7054663679	277.345793836104	8.96391524712304	79.0904667772587	15.2749710308716	9.78490154075677	6.31411675730714	7.03771361542463	-1.29411486933379	NA	NA	obese_vs_normal	NA	female
hsa-let-7i-3p	0.30906717031001	0.524106685791728	0.298767365868296	0.120691110132058	0	0	0	0	-0.906175812846365	0.444873736548725	NA	obese_vs_normal	NA	female
hsa-let-7i-5p	2327.24832600504	335.159629851567	15.9257794757923	130.122603231205	7.82190099475225	11.5978727303617	10.0912118225339	13.7939572044452	1.17887928039904	NA	NA	obese_vs_normal	NA	female
hsa-miR-1-2-5p:Novel	14.1930051250997	10.8859028901842	8.31937038252143	6.54353946208032	4.40784958833148	4.10195799771343	4.85972705606003	5.61539685564632	-0.286758152869629	0.662633286544533	0.888142981667099	obese_vs_normal	FALSE	female
hsa-miR-1-3p	1.01469047037743	2.66253449920607	2.49352054752693	3.86203407135008	0.303458067510637	1.97141992932203	1.50175472514495	2.48947264353349	-0.129722395344219	0.824966765969843	NA	obese_vs_normal	NA	female
hsa-miR-1-5p	12.7475431417364	14.1085342406898	6.89852241533055	14.198772605589	9.68897665056753	7.40294764044874	4.57634796219503	10.9303846920127	-0.0386748413451596	0.948267199789557	0.988235727485659	obese_vs_normal	FALSE	female
hsa-miR-100-3p	0.08170936401811	0.328691768774635	0.457585763809322	0.589746473705445	0	0	0	0	0.516691746916435	0.708849555744672	NA	obese_vs_normal	NA	female
hsa-miR-100-5p	37.430658822279	6.07583979689972	6.56560170223883	7.44913883105256	0.91037420253191	1.03387660035667	1.17614316365229	2.99058091032947	-1.00666468128912	0.336821275473285	0.712837865611621	obese_vs_normal	FALSE	female
hsa-miR-101-2-5p	0.814630499225978	1.6880183384944	2.03847254784131	0.747916193365098	0.256031096005051	0.775924060167296	1.17614316365229	0	-0.54525131397311	0.515339442663683	NA	obese_vs_normal	NA	female
hsa-miR-101-3p	3.09036387828365	4.02910192153594	4.03017144956915	2.25433609272847	2.30427986404546	3.00841033915897	3.18736110103842	1.79535490345842	-0.625845784099757	0.279972841541741	NA	obese_vs_normal	NA	female
hsa-miR-101-5p	71.7041510758368	14.8867962084619	2.71070843774979	7.65662189870929	2.92566887906458	2.44622538518919	1.79284843482353	3.11380855014862	-0.670714321497322	0.325526361270232	0.706737350731081	obese_vs_normal	FALSE	female
hsa-miR-10226	5.05941145232038	4.44448356113411	5.11087922931323	3.69101220457237	2.62409784286204	2.18224930098261	2.97324702067938	0	0.115320269419689	0.86589337659263	0.961780898161612	obese_vs_normal	FALSE	female
hsa-miR-10226-3p:Novel	11.7233013589426	16.3243857996006	22.0504422356871	13.9835151150032	6.2199053518984	7.17842649599851	6.78940576314628	14.8497758086416	0.0709238401473447	0.914963547477565	0.979320577874124	obese_vs_normal	FALSE	female
hsa-miR-10392-3p	1.84718816657304	1.44062777904723	1.80370277004277	0.285977035023673	0.605561040660471	0.651706492606642	0.602884670205638	0	-1.19809360457592	0.198033348991503	NA	obese_vs_normal	NA	female
hsa-miR-10392-5p	266.917583749626	102.937154293396	190.833866614388	247.554661095148	64.8309521867188	77.9280201190937	83.7416749339334	93.3411863697918	0.82328411172122	0.0713554186785402	0.478071680533322	obese_vs_normal	FALSE	female
hsa-miR-10393-3p	0.329239620299405	0.257361144213515	0.263971874734833	0.348102887542995	0	0	0	0	0.302563315461464	0.870015557848828	NA	obese_vs_normal	NA	female
hsa-miR-10393-5p	0.0901435558246145	0.0974535392924268	0.100130558932869	0.120691110132058	0	0	0	0	0.207932039711837	0.94955974000423	NA	obese_vs_normal	NA	female
hsa-miR-10394-3p	3.92249798905729	2.94537074702653	2.13491572773549	1.2134069669683	1.02412438402021	1.17244891140989	1.07703812342341	0.948173731740409	-0.820694652005193	0.33473698818647	NA	obese_vs_normal	NA	female
hsa-miR-10394-5p	0.228963804043679	1.0302047057744	0.703954852186428	0	0	0	0	0	-1.58939543114963	0.197208471461503	NA	obese_vs_normal	NA	female
hsa-miR-10395-3p	4.93606947794473	1.22855349286744	0.948855425459717	2.20973508683129	0.442294932104441	0	0.350758135742862	0.532374632188052	0.816199041310508	0.388554197658546	NA	obese_vs_normal	NA	female
hsa-miR-10395-5p	3.2373995727824	8.13843878096919	12.6311701000235	2.51306518944797	2.21147466052221	3.79088086797445	1.52011624179813	2.22328303616728	-0.343196797656325	0.640065494234697	0.875901997219168	obese_vs_normal	FALSE	female
