ID	Average_underweight	Average_normal	Average_overweight	Average_obese	Median_underweight	Median_normal	Median_overweight	Median_obese	log2FoldChange	pvalue	padj	comparison	treshold	samples_sex
hsa-let-7a-2-3p	0.845019808004942	0.902226416681188	0.94512599878566	0.57499535540282	0	0	0.518841797115267	0	0.3855538651603	0.405183735427547	NA	overweight_vs_normal	NA	female
hsa-let-7a-3p	3234.33811219643	420.456678852014	26.9904664378102	114.871087568753	34.056709772042	32.6875294905086	18.4969827840301	43.841828039779	-1.0020833531007	NA	NA	overweight_vs_normal	NA	female
hsa-let-7a-5p	17.7562860677815	22.6672775114183	14.2836435857768	16.6931758208232	7.82190099475225	11.0819327082948	9.8693221829275	7.64080615051829	-0.460893503534539	0.113892032536012	0.408516209366622	overweight_vs_normal	FALSE	female
hsa-let-7b-3p	0.537755865933537	0.717521747496286	0.616292666964707	0.187237939155564	0	0	0	0	0.310199421880008	0.685443157302354	NA	overweight_vs_normal	NA	female
hsa-let-7b-5p	1895.68750800166	263.886715426125	14.8285338222615	59.5406167146566	24.1742082840138	18.2150568732423	10.946983432739	15.8107296154689	-1.36034423557523	NA	NA	overweight_vs_normal	NA	female
hsa-let-7c-3p	15.504254906903	10.1947483718719	9.00098341886547	4.66181916254825	0.623374540256912	3.15906307931557	1.59116050036155	1.33650482452266	0.133867908545867	0.713879751699103	0.893190962058541	overweight_vs_normal	FALSE	female
hsa-let-7c-5p	132.86599627256	21.0881127873149	4.29112024056551	9.02125135748829	3.95798457303587	4.89373955478071	2.57183471433978	2.12641759146753	-1.00334842121243	NA	NA	overweight_vs_normal	NA	female
hsa-let-7d-3p	20.867867371559	4.76069998052183	2.57319975080571	7.58100270595351	2.14650177679158	2.51381702282162	1.76163451537425	0.394956383472435	-1.13136535397416	0.00361802664093435	0.0709671608747219	overweight_vs_normal	FALSE	female
hsa-let-7d-5p	396.374729240618	46.9557454343558	5.97595499591783	21.5248034604097	5.71645923098798	6.03965166775265	5.04190069556742	12.9186182295822	-0.972194317305295	NA	NA	overweight_vs_normal	NA	female
hsa-let-7e-3p	0.110591173561718	0.147042507465785	0.103766897851573	0	0	0	0	0	-0.296048244923258	0.822172531843363	NA	overweight_vs_normal	NA	female
hsa-let-7e-5p	28.955469561615	6.72906257718701	3.02852248604422	1.68930237150249	4.14660356793227	3.00841033915897	2.94579845997474	0.987390958681088	-0.551417431421195	0.100700416528992	0.387373444950036	overweight_vs_normal	FALSE	female
hsa-let-7f-1-3p	0.230435632348379	0.0956101192443366	0.1303248177252	0	0	0	0	0	-0.478911176745141	0.786555141806677	NA	overweight_vs_normal	NA	female
hsa-let-7f-2-3p	0.998835226729408	0.50504015180997	0.577910559778743	0.561537983541603	0	0	0.153619439906119	0	0.592296220963145	0.225900416839781	NA	overweight_vs_normal	NA	female
hsa-let-7f-5p	2.83320661249972	2.58518503484332	3.08125199114235	1.58771410968454	0.525526267043778	1.19396907223928	1.49261595557283	1.26399963281507	0.66208159935515	0.0883559225949506	NA	overweight_vs_normal	NA	female
hsa-let-7g-3p	4.54614338421461	7.23455861984292	7.19824669608861	4.43849568932469	1.57657880113133	3.72048127495465	1.69472338450604	0	0.32743707545899	0.295813291152181	0.645853225570803	overweight_vs_normal	FALSE	female
hsa-let-7g-5p	2216.7054663679	277.345793836104	8.96391524712304	79.0904667772587	15.2749710308716	9.78490154075677	6.31411675730714	7.03771361542463	-1.63096165778857	NA	NA	overweight_vs_normal	NA	female
hsa-let-7i-3p	0.30906717031001	0.524106685791728	0.298767365868296	0.120691110132058	0	0	0	0	-0.320502357401027	0.598579052276692	NA	overweight_vs_normal	NA	female
hsa-let-7i-5p	2327.24832600504	335.159629851567	15.9257794757923	130.122603231205	7.82190099475225	11.5978727303617	10.0912118225339	13.7939572044452	-0.948761163647329	NA	NA	overweight_vs_normal	NA	female
hsa-miR-1-2-5p:Novel	14.1930051250997	10.8859028901842	8.31937038252143	6.54353946208032	4.40784958833148	4.10195799771343	4.85972705606003	5.61539685564632	-0.34278973324267	0.316500827647037	0.659998358886864	overweight_vs_normal	FALSE	female
hsa-miR-1-3p	1.01469047037743	2.66253449920607	2.49352054752693	3.86203407135008	0.303458067510637	1.97141992932203	1.50175472514495	2.48947264353349	0.109555491328518	0.702793786563742	NA	overweight_vs_normal	NA	female
hsa-miR-1-5p	12.7475431417364	14.1085342406898	6.89852241533055	14.198772605589	9.68897665056753	7.40294764044874	4.57634796219503	10.9303846920127	-0.904562964573655	0.00390776704470123	0.0740880731536212	overweight_vs_normal	FALSE	female
hsa-miR-100-3p	0.08170936401811	0.328691768774635	0.457585763809322	0.589746473705445	0	0	0	0	0.143487618304229	0.845999279062311	NA	overweight_vs_normal	NA	female
hsa-miR-100-5p	37.430658822279	6.07583979689972	6.56560170223883	7.44913883105256	0.91037420253191	1.03387660035667	1.17614316365229	2.99058091032947	-0.016445669841526	0.976110582855908	0.988513024920424	overweight_vs_normal	FALSE	female
hsa-miR-101-2-5p	0.814630499225978	1.6880183384944	2.03847254784131	0.747916193365098	0.256031096005051	0.775924060167296	1.17614316365229	0	0.078854830857522	0.842444536957358	NA	overweight_vs_normal	NA	female
hsa-miR-101-3p	3.09036387828365	4.02910192153594	4.03017144956915	2.25433609272847	2.30427986404546	3.00841033915897	3.18736110103842	1.79535490345842	-0.0229735282774044	0.932565049827738	0.967769848179732	overweight_vs_normal	FALSE	female
hsa-miR-101-5p	71.7041510758368	14.8867962084619	2.71070843774979	7.65662189870929	2.92566887906458	2.44622538518919	1.79284843482353	3.11380855014862	-0.817841396935666	0.0333060242712281	0.228349052014546	overweight_vs_normal	FALSE	female
