miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-4426	6.8523350774951	-2.18861471743304	1.83557029826872e-06	0.00356467751923785	Fo_Ne	70_117	FALSE	hsa-miR-106b-5p	25.7810400312431	1.53072653777007	7.53801430168493e-06	0.0104275627249653	Cu_Ne	43_117	TRUE	hsa-miR-1229-5p	43.1889111408657	1.41470420537119	1.36523681036138e-06	0.00190450535045413	Cu_Fo	43_70	TRUE
hsa-miR-769-5p	7.25895675068145	-1.49077637668044	1.82438467416757e-05	0.0177147751861671	Fo_Ne	70_117	FALSE	hsa-miR-4739	48.5204329991056	1.42500814870955	7.56168435457962e-06	0.0104275627249653	Cu_Ne	43_117	TRUE	hsa-miR-12136-3p:Novel	23.6801099274635	0.995511215833586	7.22648291446187e-06	0.00504047183283715	Cu_Fo	43_70	TRUE
hsa-miR-6768-5p	29.9059802460532	-0.914446247297834	3.95357504286781e-05	0.0255928091108309	Fo_Ne	70_117	TRUE	hsa-miR-3157-3p	10.0482547360805	-1.66653588669153	2.27693900161552e-05	0.0209326592215187	Cu_Ne	43_117	FALSE	hsa-miR-6090	8.31211695379156	1.30296744741337	1.13544626342676e-05	0.00527982512493441	Cu_Fo	43_70	FALSE
hsa-miR-4645-3p	14.2273529896581	-1.34677698117155	7.03854899831765e-05	0.0312234661368431	Fo_Ne	70_117	FALSE	hsa-miR-12131	2.42011419768416	-1.35903875333665	9.80161869104595e-05	0.0540657286998094	Cu_Ne	43_117	FALSE	hsa-miR-6516-5p	8.50892996754194	2.20935003112691	4.00681398051448e-05	0.0139737637570442	Cu_Fo	43_70	FALSE
hsa-miR-8075-5p:Novel	35.9556213722668	-1.18386232180812	8.03899746056722e-05	0.0312234661368431	Fo_Ne	70_117	TRUE	hsa-miR-12136-3p:Novel	23.6801099274635	0.79659276920014	7.93644058417736e-05	0.0540657286998094	Cu_Ne	43_117	FALSE	hsa-let-7d-5p	62.6685910720595	1.51447676101453	0.000116380802360432	0.0324702438585605	Cu_Fo	43_70	TRUE
hsa-miR-3132	6.4380229015199	-1.18690367413428	0.000147041286152844	0.0356942722136028	Fo_Ne	70_117	FALSE	hsa-miR-1200	4.64863647887104	-1.25881094033556	0.00025081845252365	0.0622749589366757	Cu_Ne	43_117	FALSE	hsa-miR-148b-3p	6.17802773847277	1.79397629882623	0.000202602366719612	0.0403757573676941	Cu_Fo	43_70	FALSE
hsa-miR-4447-5p:Novel	13.3957627265573	-1.12773378309962	0.000146597504713995	0.0356942722136028	Fo_Ne	70_117	FALSE	hsa-miR-1276-3p:Novel	11.0794957255901	1.20318079729341	0.000304498055888761	0.0622749589366757	Cu_Ne	43_117	FALSE	hsa-miR-4516-3p:Novel	163.133801192771	1.15265658867887	0.000193358091120058	0.0403757573676941	Cu_Fo	43_70	TRUE
hsa-miR-4519-3p:Novel	9.11574045155926	1.31359832257104	0.000122922206430615	0.0356942722136028	Fo_Ne	70_117	FALSE	hsa-miR-221-5p	8.75673433265271	1.69834822997986	0.000145366595179178	0.0622749589366757	Cu_Ne	43_117	FALSE	hsa-miR-1268b-3p:Novel	8.98899101800673	1.15845921886833	0.000316168229785147	0.0532178929350245	Cu_Fo	43_70	FALSE
hsa-miR-12118	21.1482963313509	-1.3871980415492	0.000256375844987015	0.038298606997291	Fo_Ne	70_117	TRUE	hsa-miR-3911	9.23452677293771	-0.94339620355644	0.000289695116830145	0.0622749589366757	Cu_Ne	43_117	FALSE	hsa-miR-139-3p	5.7332147862192	1.40555064927919	0.00040101709106166	0.0532178929350245	Cu_Fo	43_70	FALSE
hsa-miR-1229-5p	43.1889111408657	-0.871468583137595	0.000249239448998718	0.038298606997291	Fo_Ne	70_117	TRUE	hsa-miR-4675-5p:Novel	3.49707444771975	-1.10071656295287	0.000383855802002715	0.0622749589366757	Cu_Ne	43_117	FALSE	hsa-miR-2113	6.42185562187651	-1.51443730551435	0.000431618727717073	0.0532178929350245	Cu_Fo	43_70	FALSE
