GS	converged	loss	gene.tested	coef	std.err	t.value	p.value	adj.p.val	Target_Gene	Library
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	Y	0.0070254990929086	8	7.71530319580693	636.813878587315	0.012115475895284	0.990333752905224	0.999999999999172	PHKA1, PYGL, AGL, GYG1, PGM2L1, PGM2, GAA, CALM1	c2.cp.reactome.v7.1
REACTOME_TRANSLATION	Y	0.101333975012532	190	-0.24064588868709	0.0615787269074302	-3.90793867903192	9.37666270394593e-05	0.00422501390071917	LARS2, SARS1, MRPS10, MRPL43, SEC61A1, MRPS24, EIF4B, RPL18, SEC61A2, TRAM1, IARS2, PABPC1, EIF2B3, RPL31, RPS5, EIF3I, RPLP0, MRPS33, AARS1, VARS1, EIF3L, RPL3, EIF3D, EIF5, SRP54, EEF1A2, GSPT1, EARS2, MTFMT, SARS2, RPS16, RPS19, RPL18A, EIF3B, MRPL32, EIF4H, SEC61B, RPL28, RPL19, RPL34, CARS1, RPS13, MTRF1L, MRPL18, RPS12, MRPL2, MRPS30, MRPS27, TARS1, RARS1, RPL24, MRPL3, SSR3, SPCS1, EEF1B2, RPS15, MRPL19, DARS1, MRPL37, RPL22, WARS2, MRPS15, DARS2, RPS25, RPN2, EIF2B2, MRPS14, ETF1, RPL21, MRPS2, RPL5, AARS2, RPS10, SSR1, EEF1E1, RPL23, EIF2S2, MRPS12, SPCS3, RPL36, MRPL34, EIF2S3, EIF3G, MRPS25, RPL27, PTCD3, MRPL35, DAP3, LARS1, EIF2S1, RPS15A, NARS1, YARS1, MRPL44, MRPL47, MRPL50, RPS6, NARS2, MRPL15, RPLP1, RPS24, WARS1, SRP14, SEC11A, RPS2, RPL13A, RPL11, RPS8, MRPL9, SRP9, RPS27A, MRPS5, SRPRB, EIF2B5, RPS3A, RPL37, RPL10, RPL7, EIF3H, MRRF, RPL7A, EIF3M, RPS3, MRPL49, FAU, EIF4E, SRP19, OXA1L, N6AMT1, RPL30, EEF1A1, EIF4A2, MRPL17, RPL8, EIF4A1, RPL29, RPL9, AIMP1, GFM2, RPS14, RPL36AL, RPL27A, MARS1, EEF2, RPSA, HARS1, RPS9, MRPL36, RPS7, QARS1, MRPL13, TRMT112, EIF1AX, RPL4, RPL15, EIF3F, RPS27, TUFM, EIF3K, FARSA, GADD45GIP1, MRPL14, MRPS23, MRPS11, MRPS16, RPS17, RPL35A, SRPRA, EIF3C, RPS23, EIF4EBP1, RPL14, IARS1, RPS26, RPL12, RPS4X, RPL23A, RPL10A, RPL39, MRPS18B, UBA52, RPL41, RPS28, RPL36A, DDOST, MARS2, MRPL12, RPL17, MRPS21, MRPL45	c2.cp.reactome.v7.1
REACTOME_PYRIMIDINE_CATABOLISM	Y	0.00625082578654148	7	7.63279820587696	636.691799725074	0.0119882150346099	0.990435282196077	0.999999999999172	UPP2, TYMP, AGXT2, NT5E, UPP1, DPYD, NT5M	c2.cp.reactome.v7.1
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	Y	0.0099993394047458	12	7.96624670699686	637.153679612952	0.0125028654183337	0.990024692760261	0.999999999999172	CDC27, ANAPC4, UBE2D1, ANAPC5, ANAPC15, CDC20, ANAPC1, BUB1B, MAD2L1, ANAPC10, ANAPC16, ANAPC7	c2.cp.reactome.v7.1
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	Y	0.0228452829819182	31	-0.17249875906549	0.162716156547498	-1.0601206587321	0.289118058404137	0.833837519173498	PDK4, CS, PDK3, SDHA, ME2, L2HGDH, PDPR, OGDH, PDHX, LDHB, PPARD, NNT, SDHB, DLST, GLO1, PDHA1, LDHA, MDH2, DLAT, PDK1, SLC16A1, PDHA2, SUCLG1, PDP1, IDH3A, PDHB, BSG, SUCLG2, PDP2, FAHD1, VDAC1	c2.cp.reactome.v7.1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	Y	0.0216266918884143	29	0.094037278739586	0.246087792739221	0.382128986134786	0.702374683020687	0.999999999999172	VIM, CDH1, DSG2, CASP8, ROCK1, PKP1, ADD1, CLSPN, DSP, ACIN1, TJP1, BIRC2, LMNB1, TJP2, STK26, DSG3, APC, DBNL, CASP6, GSN, LMNA, CASP3, CASP7, CTNNB1, PTK2, PLEC, SATB1, BCAP31, OCLN	c2.cp.reactome.v7.1
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	Y	0.0183702879977927	24	-0.16750817018188	0.186059599480932	-0.900293081621122	0.367988305132386	0.921161937507683	POLA2, MCM10, MCM6, ORC1, ORC6, CDC6, CDC7, MCM5, POLA1, MCM4, MCM3, GMNN, ORC4, RPA2, CDK2, MCM8, RPA1, PRIM2, POLE3, ORC5, MCM7, CDT1, POLE, PRIM1	c2.cp.reactome.v7.1
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	Y	0.0129705466156299	16	-0.153086212149686	0.232584769236706	-0.658195343796944	0.510429392162009	0.999999999999172	CPSF1, PAPOLA, PABPN1, CSTF1, CSTF2, NCBP2, SYMPK, WDR33, NCBP1, CPSF7, CPSF4, PCF11, CPSF2, NUDT21, CSTF3, CSTF2T	c2.cp.reactome.v7.1
REACTOME_GAP_JUNCTION_DEGRADATION	Y	0.00781111740790303	9	-0.31815068338421	0.246035556820284	-1.29310855510451	0.196006589972834	0.673278241792757	ACTB, DNM2, CLTA, CLTC, GJA1, DAB2, AP2M1, ACTG1, MYO6	c2.cp.reactome.v7.1
REACTOME_BASE_EXCISION_REPAIR	Y	0.0431629815127731	66	-0.124753280670231	0.119912838141551	-1.04036634111658	0.298197581222204	0.843659302223558	RFC1, RFC2, POLD1, NTHL1, UNG, POLD3, APEX1, MPG, POLD2, NEIL3, RFC5, RPA2, SMUG1, H2BC11, MBD4, PARP2, RPA1, TERF2, PCNA, RFC3, TDG, PARP1, H2BC1, TERF1, POLE3, H2BC5, H4C8, RFC4, H2AZ1, TERF2IP, H3-4, FEN1, POLE, H2AC6, H2AC20, H2BC21, H2BC13, H2AX, H2AC7, H2BU1, H4C3, H4C11, H4-16, H2BC12, H2AC18, H2BC15, H4C15, H4C14, H2AC19, H4C12, H2BC8, H2BC6, H4C6, H2BC17, H4C13, H2BC9, H4C9, H2AC14, H2BC3, H4C5, H2AC8, H4C4, H2BC7, H2AC4, H4C1, H4C2	c2.cp.reactome.v7.1
