ID	Average_no	Average_low	Average_high	Median_no	Median_low	Median_high	log2FoldChange	pvalue	padj	test	treshold	samples	biospecimen
hsa-let-7a-2-3p	1.05822048875797	0.835496258862304	1.40727513483005	0.376051292394871	0	0.125821573075887	0.0146136672292464	0.969696160155297	0.981999483723211	high_vs_no	FALSE	both	stool
hsa-let-7a-3p	951.307538657806	78.1619093632229	326.344907950577	32.6871558826129	22.8346270256737	20.3830724190395	-0.000471047591244791	0.998741169510943	0.999857829750713	high_vs_no	FALSE	both	stool
hsa-let-7a-5p	21.0221080743011	16.0276282953517	14.4776094867001	11.0569809365007	8.3607420825919	8.64383638111874	-0.196488563015882	0.428746293962051	0.632484197269893	high_vs_no	FALSE	both	stool
hsa-let-7b-3p	0.635447911394889	0.595441979714455	0.361964714425797	0	0	0	-0.394685037188128	0.526046856714816	NA	high_vs_no	NA	both	stool
hsa-let-7b-5p	573.353168424697	50.904975889601	166.586433827458	17.0163137681108	15.2230846837825	12.7686272855909	-0.513812881084226	0.110365994365444	0.305598556287355	high_vs_no	FALSE	both	stool
hsa-let-7c-3p	12.6092754957102	6.76882155985609	5.46912034846216	5.04761815165019	0.989246309927337	0.831132625063889	-0.431126749092184	0.184384234004536	0.39751600148305	high_vs_no	FALSE	both	stool
hsa-let-7c-5p	40.9844745269957	7.47145176146475	14.9649445822597	4.62008616747865	3.77992354043453	3.16353689196071	-0.22188001613252	0.466418228744247	0.659201532050932	high_vs_no	FALSE	both	stool
hsa-let-7d-3p	7.72457305768122	4.46788316091697	3.40289277213453	1.96125176943052	2.53528207460009	0.7578779141395	-0.713763007987831	0.0466236395623981	0.200296740499651	high_vs_no	FALSE	both	stool
hsa-let-7d-5p	113.109994123012	11.316864319254	30.143000831571	7.35667361900653	4.43088246940716	4.3099555595231	-0.113576188280873	0.714275871679176	0.832302181611321	high_vs_no	FALSE	both	stool
hsa-let-7e-3p	0.180984831785034	0.127872897615255	0.0960743866937431	0	0	0	-0.272590094747983	0.777533537817011	NA	high_vs_no	NA	both	stool
hsa-let-7e-5p	12.0916048709804	3.75417740389185	5.98236012051709	3.72048127495465	2.63654583833605	2.33110793834756	-0.428866383272807	0.133904928005965	0.338982270635757	high_vs_no	FALSE	both	stool
hsa-let-7f-1-3p	0.119283554955535	0.162981337893965	0.0747812123800195	0	0	0	-0.237606650580131	0.838952797896094	NA	high_vs_no	NA	both	stool
hsa-let-7f-2-3p	0.858713230647325	0.427369259900085	0.694727081502926	0	0	0	-0.253421319758773	0.545829484575887	0.720723041671165	high_vs_no	FALSE	both	stool
hsa-let-7f-5p	2.83891706604051	2.18274847035688	2.94935608318732	1.34560825666358	0.641443354408095	1.45205412484625	-0.371411099602505	0.261113911282639	0.480672921965243	high_vs_no	FALSE	both	stool
hsa-let-7g-3p	8.23807068347548	5.50206203649874	4.52131538612501	4.39917978993783	0.914495853766169	0.657259479686889	-0.270511406747104	0.346273309188102	0.561629383298136	high_vs_no	FALSE	both	stool
hsa-let-7g-5p	643.035183912667	50.1064040824745	165.459768163817	9.92128339987906	8.40585476131212	5.02358220182092	-0.841441806819279	0.0214478251184051	0.137650114689041	high_vs_no	FALSE	both	stool
hsa-let-7i-3p	0.515422063654071	0.386822539593478	0.443570453427382	0	0	0	-0.263239054728999	0.58382719288235	NA	high_vs_no	NA	both	stool
hsa-let-7i-5p	727.967429629132	56.9209967785515	132.987109061651	11.5978727303617	10.1487231225217	8.14020995007834	-0.575902424552564	0.0988600167976279	0.287694401991723	high_vs_no	FALSE	both	stool
hsa-miR-1-2-5p:Novel	8.54284638980833	10.8040724908058	10.8827388773153	4.38510628429906	4.58562732757026	4.14433966020906	0.294201351891696	0.307060412876425	0.524979837798307	high_vs_no	FALSE	both	stool
hsa-miR-1-3p	2.9250514306452	2.33303820026063	1.69159035715417	2.06848535114377	1.49005602689186	1.03755311119132	-0.500250588124171	0.0543174452373703	0.215917184016965	high_vs_no	FALSE	both	stool
hsa-miR-1-5p	11.111226995511	16.9750708173485	14.1355620136647	5.82879209956779	8.72421385688314	4.97656955108018	-0.0220758447586871	0.934329725082047	0.964877468311725	high_vs_no	FALSE	both	stool
