ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagenormal	Averageover	Mediannormal	Medianover
has-miR-548o	0.287925216163174	-0.509526914930798	1.20338703632758	-0.423410672999885	0.671995659174137	NA	over_vs_normal	NA	0.326937173306939	0.208589491253672	0	0
has-miR-548x	1.36713054679273	-1.16403939378107	0.709139337356961	-1.6414819097747	0.100697419250222	NA	over_vs_normal	NA	2.00378793062509	0.825824909503893	0	0
hsa-let-7a-2-3p	0.638897923688425	0.556964843689636	0.63412614850018	0.87831868313104	0.379770799589396	NA	over_vs_normal	NA	0.479492572115516	0.957224703677868	0	0
hsa-let-7a-3p	137.524839917561	-0.973803362379915	0.382657350005761	-2.54484426436669	0.0109326485035301	0.169456051804716	over_vs_normal	FALSE	29.7566074397198	381.958371644073	18.9052597153023	10.8775545813875
hsa-let-7a-5p	8.92447060168507	-0.0822018305872378	0.352870798282132	-0.232951638354372	0.815798959653264	0.937165766367802	over_vs_normal	FALSE	9.88992641696212	9.51101838906225	4.07087479550741	4.80355000571998
hsa-let-7b-3p	0.294680240946625	0.0303088615890865	1.26929748131601	0.0238784540544918	0.980949560556346	NA	over_vs_normal	NA	0.377756408884353	0.185860134372134	0	0
hsa-let-7b-5p	73.1459732231244	-0.784517203268269	0.412295603763468	-1.90280273693712	0.0570662899650241	0.390688147606212	over_vs_normal	FALSE	23.1999089219319	189.424845853297	10.5965128357126	6.82771672504865
hsa-let-7c-3p	2.40175442813894	-0.290187878384463	0.486614053611026	-0.59634093226667	0.550947491676298	NA	over_vs_normal	NA	2.78363540913141	1.67062784789667	0.453385718287157	0
hsa-let-7c-5p	6.4291207821317	-0.234159991396693	0.425645818950534	-0.550128724332438	0.582231086264671	NA	over_vs_normal	NA	4.25094865679766	12.1675631662086	2.96016365566461	2.17083772700534
hsa-let-7d-3p	2.77160257766232	0.738766778622641	0.613358205227895	1.20446220874823	0.228410980272074	NA	over_vs_normal	NA	3.69932215186769	2.94358422510738	0.764370929317535	0.0842720842835765
hsa-let-7d-5p	14.2466789840754	-0.527919520551465	0.443954607445007	-1.18912950040024	0.234388711306917	0.643026316570119	over_vs_normal	FALSE	6.07247703096079	34.0049330751085	3.83684973764867	2.12106387153412
hsa-let-7e-3p	0.0485034830290293	0.21904585274705	3.3862821168163	0.0646862385325979	0.94842381993372	NA	over_vs_normal	NA	0.0758654180516213	0.0175982733464295	0	0
hsa-let-7e-5p	4.19330498161414	-0.154112144273218	0.418681755490796	-0.368088989434377	0.712806880596276	NA	over_vs_normal	NA	5.21540778830063	3.90453528399669	2.47753292064852	2.00767310026222
hsa-let-7f-1-3p	0.0924076546196397	0.431811901601906	3.37330639564668	0.128008502921397	0.898142244045702	NA	over_vs_normal	NA	0.107166047602891	0.0998266131379731	0	0
hsa-let-7f-2-3p	0.586428844638111	0.11470753400684	0.731764946623704	0.156754617088575	0.875438240890134	NA	over_vs_normal	NA	0.396353880511875	0.701671769928116	0	0
hsa-let-7f-5p	1.71469356427272	0.215974003846244	0.507953876060328	0.425184281536211	0.670702341758264	NA	over_vs_normal	NA	1.57436809825987	1.98173577889675	0.666131998054403	0.0412150121360129
hsa-let-7g-3p	2.59430250875676	-0.0231424393191773	0.471256539104352	-0.0491079431240589	0.960833273349092	NA	over_vs_normal	NA	3.66143757464006	1.43314745180649	0.504595849319647	0
hsa-let-7g-5p	73.6452310998158	-0.496439007318904	0.459563807770911	-1.08023956396143	0.280035514469538	0.665639178416071	over_vs_normal	FALSE	17.4221628781351	202.483401450644	6.66131998054403	4.64069843400036
hsa-let-7i-3p	0.318675899686391	0.348626920136174	0.899748042832416	0.387471718236466	0.698407018477088	NA	over_vs_normal	NA	0.30446920305042	0.331393828617865	0	0
hsa-let-7i-5p	69.8407741425435	-0.785839310200171	0.453539908433866	-1.73267951857595	NA	NA	over_vs_normal	NA	28.2885916301105	168.308651966467	7.64058680858008	5.08965075053042
hsa-miR-1-2-5p:Novel	6.95114167052812	-0.907684111302779	0.357441834171808	-2.53938969792353	0.0111046055064096	NA	over_vs_normal	NA	8.39618217283164	6.29187587330009	4.15030714321328	2.98849723096581
hsa-miR-1-3p	1.50732516730025	0.192424063624326	0.372970410487685	0.515923135491414	0.605908094814198	NA	over_vs_normal	NA	1.73978869370741	1.41594918515183	1.08240400136821	1.0483785812919
hsa-miR-1-5p	12.4579438851916	-0.68661460491466	0.371563118715053	-1.84790839114798	0.0646155964340558	0.418826547795289	over_vs_normal	FALSE	14.8509035490519	10.8279531186153	8.14174959101482	4.9126495616144
hsa-miR-100-3p	0.190235440183834	0.154861707406955	1.35316238079807	0.114444289617053	0.908885606569263	NA	over_vs_normal	NA	0.223177901290057	0.194618361577776	0	0
hsa-miR-100-5p	4.89071042680515	0.659394165006602	0.703465768066209	0.937350749588346	0.348578165902636	NA	over_vs_normal	NA	4.22910336885223	4.81742298626276	0.312244804575953	0.280409803928992
hsa-miR-101-2-5p	0.966393901087905	0.526342654658999	0.556243136873729	0.946245660876321	0.344023301811802	NA	over_vs_normal	NA	0.671207389499109	1.66046766505829	0.172929464300554	0
hsa-miR-101-3p	2.69240224678202	0.603243788806443	0.371671967630738	1.62305430956196	0.10457779563877	NA	over_vs_normal	NA	2.23289105140094	3.67688633199398	1.77122983368005	1.6489196586286
hsa-miR-101-5p	6.27918412751605	0.202434023254169	0.45489480165957	0.445012830473418	0.656310481965098	NA	over_vs_normal	NA	2.55666300072777	14.7837151588732	1.62136984475651	1.19386330519325
hsa-miR-10226	2.06707024362648	-0.210774373379225	0.463792675558772	-0.45445817600566	0.649499088263267	NA	over_vs_normal	NA	2.79660535593026	1.52840594805283	1.42479150571936	0.322347843908587
hsa-miR-10226-3p:Novel	6.82976929142188	0.138952761751271	0.314637912356368	0.441627522604108	0.658758764389661	NA	over_vs_normal	NA	7.65270713113218	7.9830099183761	6.24489609151907	4.56621857146076
hsa-miR-10392-3p	1.14361965486988	-0.394832028233407	0.582217200771737	-0.678152462191175	0.497675030129558	NA	over_vs_normal	NA	1.78897314642693	0.688899002365998	0.312244804575953	0
hsa-miR-10392-5p	121.023425839154	0.60424922257103	0.255469056145959	2.36525406124255	0.0180177059164442	0.224160831205164	over_vs_normal	FALSE	118.548404435262	155.098852392823	96.3816892396065	97.2498258096353
hsa-miR-10393-3p	0.323450045795872	0.235333535992127	1.25562137016308	0.187423965205021	0.85132823400823	NA	over_vs_normal	NA	0.410589594903086	0.157703207036177	0	0
hsa-miR-10393-5p	0.209906270829041	0.0530855030375381	3.38689390547307	0.015673801577237	0.987494627742946	NA	over_vs_normal	NA	0.316731271334226	0.0162349088158832	0	0
hsa-miR-10394-3p	1.88154243818769	0.0568691570777448	0.483253250372113	0.117679823227168	0.906321354410826	NA	over_vs_normal	NA	1.88181485142826	2.18661502593773	0.79867139564345	0.534087371359136
hsa-miR-10394-5p	0.643198601227578	0.0759437428087697	0.926054786787089	0.0820078292260154	0.934640487607155	NA	over_vs_normal	NA	1.06600776513659	0.246408587604337	0	0
hsa-miR-10395-3p	0.855224262890426	0.496752739103182	0.846394111490391	0.586904767364773	0.557267667796533	NA	over_vs_normal	NA	0.932948110809823	1.05121000586084	0	0
hsa-miR-10395-5p	1.7987363894186	-0.0201344106956154	0.423338238126863	-0.047561049020055	0.962066075257305	NA	over_vs_normal	NA	2.05176665439325	1.62479344644872	1.21050625010387	1.07962511359222
hsa-miR-10396a-3p	0.831312224780565	-0.0342870570592024	0.433924840688855	-0.0790161194845904	0.937019801656749	NA	over_vs_normal	NA	1.02693924553096	0.748495058870582	0.764370929317535	0
hsa-miR-10396a-5p	3.79066675514212	0.0466007321940351	0.367737941292296	0.126722665684895	0.899159905838332	NA	over_vs_normal	NA	4.3421667169705	4.68585337907136	2.08946471646895	2.719734283311
hsa-miR-10396b-3p	0.862498754058936	0.173945865463168	0.45462946021352	0.382610192884273	0.702008811513008	NA	over_vs_normal	NA	1.01928228692547	0.836691378054354	0.75076437067195	0
hsa-miR-10396b-5p	2.9837461797604	-0.152130337117438	0.450951329189742	-0.337354227097595	0.735849885682706	NA	over_vs_normal	NA	3.61695486706264	3.56381465008666	1.38014767891898	1.19386330519325
hsa-miR-10397-3p	15.4702990347638	0.0884302928889908	0.28826963828561	0.306762423593762	0.759024211718852	0.921949340639764	over_vs_normal	FALSE	16.1506264415851	18.4432625479017	13.2244551747092	13.5752423739396
hsa-miR-10397-5p	1.74249332974007	-0.271619821197127	0.577022656335708	-0.470726440660071	0.637836100199923	NA	over_vs_normal	NA	2.60766882650353	1.25078691039982	0.825844306882839	0
hsa-miR-10398-3p	1.01824569489397	0.40832734861234	0.495651021375336	0.823820250545051	0.410041699415963	NA	over_vs_normal	NA	1.09649566012736	1.1841364209901	0.51878839290166	0
hsa-miR-10398-5p	0.306255100659311	-0.0126976566038477	0.648677868321808	-0.0195746721507514	0.984382668657562	NA	over_vs_normal	NA	0.395629233927	0.188311784092611	0	0
hsa-miR-10399-3p	0.178334305317897	0.100257928568831	1.37226261559871	0.0730603074289023	0.941758127292153	NA	over_vs_normal	NA	0.188735497392048	0.244093728175559	0	0
hsa-miR-10399-5p	0.974095274949662	0.687787896539496	1.08956604743489	0.631249384246799	0.527877476487662	NA	over_vs_normal	NA	0.298045038584639	2.14402130386119	0	0
hsa-miR-103a-1-5p	0.790264266389321	1.24454152404983	0.810562532278627	1.53540470289345	0.124684449246505	NA	over_vs_normal	NA	0.371065071105732	1.5945125249496	0	0
hsa-miR-103a-2-5p	0.258794632252719	-0.278358068520222	1.04042754208554	-0.267542002936843	0.789051878710786	NA	over_vs_normal	NA	0.358934359698791	0.167714946346574	0	0
hsa-miR-103a-3p	1.92849842539826	0.611785868549716	0.390003490787361	1.56866767349853	0.116725394763626	NA	over_vs_normal	NA	1.5649241957305	2.83358741518438	1.04887442159818	1.1850549981405
hsa-miR-103b-3p:Novel	3.89523832653987	0.122289640325121	0.562788534923032	0.217292344702518	0.827980522623611	NA	over_vs_normal	NA	1.41392742759885	9.58228159014342	0.68610225332903	0.473301874607841
