"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirecords","hsa-miR-219a-5p","PHLPP","","ENSG00000081913","Western blot","17553428"
"mirtarbase","hsa-miR-219a-5p","CAMK2G","818","ENSG00000148660","Luciferase reporter assay","19196972"
"mirtarbase","hsa-miR-219a-5p","CHRM3","1131","ENSG00000133019","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-219a-5p","EGFR","1956","ENSG00000146648","Luciferase reporter assay//Microarray//Western blot//qRT-PCR","23690991"
"mirtarbase","hsa-miR-219a-5p","FOXC1","2296","ENSG00000054598","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-219a-5p","FOXC1","2296","ENSG00000054598","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-219a-5p","FLOT2","2319","ENSG00000132589","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-219a-5p","GPC3","2719","ENSG00000147257","Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot","22449976"
"mirtarbase","hsa-miR-219a-5p","LIPC","3990","ENSG00000166035","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-219a-5p","MBNL1","4154","ENSG00000152601","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-219a-5p","MDM4","4194","ENSG00000198625","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-219a-5p","MT1F","4494","ENSG00000198417","qRT-PCR","24974767"
"mirtarbase","hsa-miR-219a-5p","P2RX5","5026","ENSG00000083454","Luciferase reporter assay//qRT-PCR//Western blot","27983934"
"mirtarbase","hsa-miR-219a-5p","PCMT1","5110","ENSG00000120265","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-219a-5p","ROBO1","6091","ENSG00000169855","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-219a-5p","SHMT1","6470","ENSG00000176974","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-219a-5p","SHMT1","6470","ENSG00000284320","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-219a-5p","SHMT1","6470","ENSG00000176974","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-219a-5p","SHMT1","6470","ENSG00000284320","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-219a-5p","TBXT","6862","ENSG00000164458","Luciferase reporter assay","28105164"
"mirtarbase","hsa-miR-219a-5p","UBE2V1","7335","ENSG00000244687","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-219a-5p","UBE2V1","7335","ENSG00000244687","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-219a-5p","UBE2V1","7335","ENSG00000244687","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-219a-5p","UBE2V1","7335","ENSG00000244687","PAR-CLIP","20371350"
