"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirecords","hsa-miR-92a-3p","ITGA5","3678","ENSG00000161638","Western blot//Luciferase activity assay","19460962"
"mirecords","hsa-miR-92a-3p","BMPRII","","","Western blot//Luciferase activity assay","19390056"
"mirtarbase","hsa-miR-92a-3p","ABCA3","21","ENSG00000167972","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ABL2","27","ENSG00000143322","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACAA1","30","ENSG00000060971","HITS-CLIP","22473208"
"mirtarbase","hsa-miR-92a-3p","ACACA","31","ENSG00000275176","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACACA","31","ENSG00000278540","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACADS","35","ENSG00000122971","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACAT2","39","ENSG00000120437","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACLY","47","ENSG00000131473","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACTB","60","ENSG00000075624","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ACTC1","70","ENSG00000159251","HITS-CLIP","27418678"
"mirtarbase","hsa-miR-92a-3p","ADAM10","102","ENSG00000137845","HITS-CLIP","22473208"
"mirtarbase","hsa-miR-92a-3p","AP2B1","163","ENSG00000006125","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","AK2","204","ENSG00000004455","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ALDH9A1","223","ENSG00000143149","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","AMD1","262","ENSG00000123505","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-92a-3p","ANXA11","311","ENSG00000122359","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","FASLG","356","ENSG00000117560","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-92a-3p","ARCN1","372","ENSG00000095139","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ARF1","375","ENSG00000143761","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ARF1","375","ENSG00000143761","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-92a-3p","ARHGDIA","396","ENSG00000141522","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ARL2","402","ENSG00000213465","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ARRB1","408","ENSG00000137486","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ASAH1","427","ENSG00000104763","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ASGR2","433","ENSG00000161944","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-92a-3p","ASGR2","433","ENSG00000161944","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-92a-3p","ASGR2","433","ENSG00000161944","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-92a-3p","ASS1","445","ENSG00000130707","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ATM","472","ENSG00000149311","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ATOX1","475","ENSG00000177556","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-92a-3p","ATP1A1","476","ENSG00000163399","CLASH","23622248"
"mirtarbase","hsa-miR-92a-3p","ATP2A2","488","ENSG00000174437","HITS-CLIP","22473208"
