ID	Average_no	Average_low	Average_high	Median_no	Median_low	Median_high	log2FoldChange	pvalue	padj	test	treshold	samples	biospecimen
hsa-let-7a-2-3p	1.06971169432742	0.914568122991649	0.712706325950715	0.212678321005629	0	0	-0.625636426078922	0.347227556425215	NA	high_vs_no	NA	female	stool
hsa-let-7a-3p	3031.20946160002	384.386298538233	250.812382740307	41.0997573862571	28.7851131392044	17.3893918518184	-0.207233199329894	0.648759368011461	0.916824352807602	high_vs_no	FALSE	female	stool
hsa-let-7a-5p	15.5677564934227	22.3915531540151	15.808500930765	10.2274071046455	11.0397669668576	8.72361676506764	0.424261233486665	0.30329466258717	0.768862385768755	high_vs_no	FALSE	female	stool
hsa-let-7b-3p	0.682136051588899	0.755921377713821	0.356918240216332	0	0	0	0.0360874592451285	0.972941883430607	NA	high_vs_no	NA	female	stool
hsa-let-7b-5p	1627.33685839373	239.865560440209	242.294939021737	24.0536458651862	15.3823424914254	13.4406388940051	-0.395967128671353	0.431252944971476	0.833801561595156	high_vs_no	FALSE	female	stool
hsa-let-7c-3p	10.4744670606166	10.9150816793351	5.90963568423979	2.81996044968249	4.40412177348224	0.865704475811065	1.15317796337295	0.0267832266008061	0.399550504499242	high_vs_no	FALSE	female	stool
hsa-let-7c-5p	133.949483485606	18.4083694546291	13.2479466573843	5.63992089936498	4.38510628429906	2.13817905823481	-0.213782984178616	0.645314655134979	0.916824352807602	high_vs_no	FALSE	female	stool
hsa-let-7d-3p	19.4227106511948	4.53255974581716	5.17238226797668	2.71573421058554	2.15550855054194	2.1146330091816	-0.305706406218536	0.574072496586011	0.9038348202274	high_vs_no	FALSE	female	stool
hsa-let-7d-5p	351.176380854983	42.9561283372421	46.6874056024173	9.06880477254127	6.00731512542028	4.18005281471611	-0.39391694607006	0.399508552618088	0.812979636387428	high_vs_no	FALSE	female	stool
hsa-let-7e-3p	0.224139460037674	0.132416078931474	0.130383783634994	0	0	0	-0.32090604989761	0.850948396655609	NA	high_vs_no	NA	female	stool
hsa-let-7e-5p	28.2088036280847	6.12176954798068	6.6043624154042	3.00841033915897	3.05552340120042	3.17187979841669	0.802124920106763	0.0879569685132482	0.549350616492778	high_vs_no	FALSE	female	stool
hsa-let-7f-1-3p	0.0809701695621539	0.0954462405430175	0.328175389880058	0	0	0	0.311546554102087	0.891674470995254	NA	high_vs_no	NA	female	stool
hsa-let-7f-2-3p	1.43173573947277	0.471344787500506	0.51923629916837	0	0	0	-0.624435977555305	0.372628322116278	NA	high_vs_no	NA	female	stool
hsa-let-7f-5p	2.15679630257544	2.73599257110771	3.01116804346195	1.12815387718461	1.19264613163043	1.40256637250582	0.711898230688417	0.211890309943828	NA	high_vs_no	NA	female	stool
hsa-let-7g-3p	5.99742034051622	7.82451269623866	3.17839172057107	2.53528207460009	3.68566031216692	0.657259479686889	0.193452979571749	0.669263967025639	0.916824352807602	high_vs_no	FALSE	female	stool
hsa-let-7g-5p	1893.04481206937	253.330209186255	272.476814813739	13.5786710529277	8.59204016636219	7.42760037483288	-0.630056767176714	0.263429053892649	0.725934040097514	high_vs_no	FALSE	female	stool
hsa-let-7i-3p	0.399763380539018	0.524764638243968	0.156616325657856	0	0	0	-0.152361043522486	0.859183757755504	NA	high_vs_no	NA	female	stool
hsa-let-7i-5p	2032.04534503139	305.535654469288	284.9363691921	15.9832389835444	10.9950825861076	9.71104603263027	-0.625902965360123	NA	NA	high_vs_no	NA	female	stool
hsa-miR-1-2-5p:Novel	8.99289584342794	11.5370791682381	7.72424233805816	3.49165827075283	4.38510628429906	4.3829906918978	0.187599156298526	0.699602270625706	0.920996863945606	high_vs_no	FALSE	female	stool
hsa-miR-1-3p	2.48782073385321	2.75898941760397	1.95308572713611	1.8192942192875	1.97141992932203	1.01557913059712	-0.194014375163576	0.650970815454221	NA	high_vs_no	NA	female	stool
hsa-miR-1-5p	9.31872530925071	13.7217851622886	11.243476461609	6.15609887861831	6.97724714673364	6.40021373870955	-0.0441462790538993	0.920878883565691	0.976207724699562	high_vs_no	FALSE	female	stool
hsa-miR-100-3p	0.340868053300546	0.349093659358867	0.250244863788241	0	0	0	-0.386734573592235	0.706892415454278	NA	high_vs_no	NA	female	stool
hsa-miR-100-5p	38.4153636932285	6.20050484990732	5.26323009828068	2.11273506216674	0.886530591081733	0.866316853788523	-1.05347215111275	0.168653288676923	0.65771566496583	high_vs_no	FALSE	female	stool
hsa-miR-101-2-5p	1.06920499342851	1.7152284088704	1.52623351127413	0.775924060167296	0.869707562521273	0.248194980295878	0.632913469678881	0.278826033390816	NA	high_vs_no	NA	female	stool
hsa-miR-101-3p	3.03721147588722	3.95555530216553	4.10664215464627	2.9498104894896	2.98854688497767	2.6584200534811	0.483086903762353	0.216563728446572	0.706659137946785	high_vs_no	FALSE	female	stool
hsa-miR-101-5p	30.3997749240946	14.1296208056747	29.7393366046222	2.32777218050189	2.53718078063041	1.0415549651313	-0.350466400875279	0.502599659008335	0.869877352230113	high_vs_no	FALSE	female	stool
hsa-miR-10226	4.79407781413946	5.01848477689227	2.5394042095727	2.28331985479206	2.51381702282162	1.72223508233837	-0.251772889777494	0.59748533212171	0.910862351756493	high_vs_no	FALSE	female	stool
hsa-miR-10226-3p:Novel	12.2735091289245	17.8430409561875	13.5765418918	10.8629368423422	6.95766050017019	7.97212598897095	0.313447410507569	0.524382332356377	0.877617560924198	high_vs_no	FALSE	female	stool
hsa-miR-10392-3p	1.34138016966241	1.5523660240487	1.43221384435338	1.14640683189257	0.634295195157604	0.50967922099881	-0.705163952360622	0.256417414607356	NA	high_vs_no	NA	female	stool
